ip= 1 ,W-index= 17.2 ,Rc(GV)= 4.381 ,depth(g/cm2)= 1033.23 ,g= 0.15
Total Flux (/cm2/s)= 0.000320322
  Energy(MeV/n)              u              v              w              x              y              z
   1.032394e+03   1.298406e-01   2.731483e-01  -9.531692e-01   7.565769e+01  -7.140527e+01   9.475675e+01
   9.059460e+01  -1.877636e-01  -3.591973e-01  -9.141784e-01   8.235483e+00   7.662383e+01   7.758946e+01
   3.087081e+02  -2.243515e-01   1.666246e-01  -9.601576e-01  -3.590485e+01  -1.954228e+01   1.091478e+02
   2.089522e+03   4.995098e-01  -1.418948e-02  -8.661920e-01  -3.703617e+01  -8.654934e+01   9.550788e+01
   3.416921e+02  -5.481056e-01   7.344311e-01  -4.002389e-01   1.013566e+02  -5.874741e+01   3.247994e+00
   1.461078e+03  -5.459087e-01  -2.021318e-01  -8.130968e-01  -2.561140e+01   2.216036e+01   1.346730e+02
   1.385087e+03   3.291085e-01  -6.299167e-02  -9.421888e-01   2.159909e+00  -3.276056e+01   1.090806e+02
   7.810242e+01   8.446437e-01  -1.289106e-01  -5.195759e-01  -5.387645e+01  -7.159852e+00   1.066573e+02
   2.453790e+03   1.102790e-02  -8.046697e-01  -5.936204e-01  -5.334638e+01   1.218022e+02   2.360415e+00
   1.903565e+01  -5.330340e-01  -4.620878e-01  -7.087663e-01   1.227716e+02   1.989659e+01   3.578695e+01
   2.902817e+02  -2.268998e-01   1.965599e-01  -9.538767e-01  -6.101317e+01  -6.975633e+01   1.049743e+02
   2.047949e+02   4.458083e-01  -7.029887e-01  -5.541315e-01  -6.961422e+01   9.506157e+01   3.858627e+00
   4.355126e+02   1.841621e-01   3.377238e-01  -9.230530e-01  -2.996448e+01   1.354303e+01   1.073129e+02
   5.424854e+01   6.046153e-01   7.504684e-01  -2.669036e-01  -6.298819e+01  -8.099790e+01   4.233792e+00
   6.135043e+02  -3.404290e-01  -2.829158e-01  -8.966977e-01   6.242501e+01   7.826389e+01   6.312788e+01
   7.947913e+01  -7.408024e-01   3.337264e-01  -5.829567e-01   9.924490e+01  -4.694944e+00   4.273442e+01
   1.172894e+03   5.584263e-01   1.328015e-01  -8.188552e-01   7.114730e+00  -1.746790e+00   1.266904e+02
   8.191805e+02   5.823601e-01   3.814546e-01  -7.178782e-01   1.387723e+01  -4.202587e+01   1.282259e+02
   1.427898e+02  -3.965226e-01   3.372829e-01  -8.538209e-01   4.274230e+01   3.371993e+01   1.105910e+02
   6.121179e+00   7.016304e-01   5.690415e-01  -4.288434e-01  -2.715736e+01  -7.929415e+01   8.353612e+01
   3.393204e+02  -5.066391e-01  -6.730678e-01  -5.387918e-01   8.475153e+01   9.671513e+01  -1.491165e+01
   6.400163e+02   2.884053e-01   3.088059e-01  -9.063450e-01   3.029722e+01  -7.726815e+01   9.364758e+01
   1.714787e+02   1.399894e-01  -2.909663e-01  -9.464362e-01   5.587027e+01   3.963011e+01   1.017398e+02
   1.987970e+02   9.587958e-03  -1.335209e-01  -9.909996e-01   1.456623e+01  -5.632587e+01   1.086381e+02
   3.729337e+02  -6.009545e-01   4.974777e-02  -7.977336e-01   8.478501e+01  -8.478919e+01   5.619670e+01
   9.496588e+00   4.949359e-01   2.582565e-01  -8.296638e-01  -1.350051e+01  -7.132831e+01   9.027405e+01
   5.834058e+02   2.849476e-01  -1.916544e-01  -9.391876e-01  -1.219855e+02   1.576994e+01   6.624677e+01
   8.930323e+02   1.083083e-01  -1.978498e-01  -9.742303e-01  -6.687850e+01  -2.286903e+00   9.567446e+01
   3.628843e+02  -5.717901e-01   3.020917e-01  -7.627560e-01  -9.770475e+00  -7.491798e+01   1.087564e+02
   2.540285e+02  -3.909938e-01  -2.017073e-01  -8.980189e-01   2.569383e+01   4.270369e+01   9.057740e+01
   2.062492e+02   1.225555e-01   5.774382e-01  -8.071835e-01  -5.212866e+01  -7.067112e+01   6.541653e+01
   1.343857e+02  -6.301190e-02   9.774509e-02  -9.932147e-01   6.639610e+01   1.264719e+00   9.659531e+01
   3.311350e+02   1.291273e-01  -3.247457e-01  -9.369452e-01  -4.248082e+01   7.948595e+01   7.332536e+01
   1.950595e+02  -9.443538e-02  -5.887038e-03  -9.955136e-01  -3.163125e+00  -2.250843e+01   1.008838e+02
   1.861220e+01  -7.801187e-02   1.367257e-01  -9.875324e-01  -4.859645e+00  -9.110401e+01   8.903288e+01
   2.421588e+02   6.988606e-01  -1.063140e-01  -7.073127e-01  -1.168922e+02   3.411176e+01   2.075758e+01
   1.473326e+03  -4.381589e-01   7.099228e-02  -8.960898e-01   1.265360e+01   3.971537e+01   1.085552e+02
   6.342968e+02   3.147293e-02  -1.024496e-01  -9.942402e-01  -3.315846e+01   6.551302e+01   9.277901e+01
   1.140552e+01   5.385385e-01  -6.852509e-02  -8.398099e-01  -1.196504e+02   6.298052e+01   3.720829e+01
   2.687180e+03  -5.145623e-01   1.028525e-01  -8.512620e-01   3.756083e+01   1.382830e+01   9.643903e+01
   2.689663e+02   1.878726e-01   5.672747e-01  -8.018125e-01  -7.850298e+01  -3.529435e+01   8.135299e+01
   1.276137e+01  -2.858652e-01  -8.000900e-01  -5.273870e-01   4.114584e+01   1.069678e+02   5.032270e+00
   4.388691e+02   7.403825e-01  -7.769796e-02  -6.676801e-01  -1.297601e+01  -2.417704e+01   1.381969e+02
   1.422641e+03  -6.643528e-02  -1.793421e-01  -9.815410e-01   3.883892e+01   6.498965e+00   9.806436e+01
   6.073866e+01   5.790368e-01   5.400375e-01  -6.107993e-01  -1.056460e+02  -5.141064e+01   1.811296e+01
   8.644351e+02  -1.831547e-01   1.603534e-02  -9.829533e-01   8.229351e+01   4.172119e+01   8.708101e+01
   7.976917e+00  -2.815111e-01   6.153377e-01  -7.362819e-01  -2.328583e+01  -3.192798e+01   1.180373e+02
   3.997910e+02   4.610524e-01   5.777532e-02  -8.854901e-01  -4.106725e+01   5.180277e+01   9.492909e+01
   9.626575e+02   2.639432e-01   2.719780e-01  -9.253983e-01   2.253528e+01  -8.066681e+01   9.078084e+01
   1.407122e+03  -7.187569e-01   3.021763e-01  -6.261614e-01   7.927351e+01   4.254707e+01   8.923951e+01
   2.471125e+02   4.573493e-02  -2.462026e-01  -9.681387e-01  -1.260432e+01   4.324394e+01   9.169840e+01
   5.766617e+01  -1.562630e-01  -8.881472e-01  -4.321764e-01   1.576113e+01   1.215256e+02  -2.405387e+01
   2.270820e+02  -6.748060e-01   5.221901e-02  -7.361454e-01   1.210912e+02   1.283475e+01   2.575193e+01
   2.343388e+02   2.059620e-01  -3.513634e-01  -9.133036e-01  -2.018299e+01   3.088081e+01   9.306072e+01
   1.421324e+03   1.398480e-02   2.113742e-02  -9.996788e-01  -5.859416e+01  -7.208894e+01   9.768818e+01
   1.580426e+03  -6.617741e-01   1.162061e-01  -7.406424e-01   1.007010e+02   7.026465e+01   5.606466e+01
   3.110839e+02  -4.676718e-02   5.971362e-01  -8.007754e-01  -1.382509e+01  -8.593774e+01   6.160283e+01
   4.991364e+02   2.913044e-02   2.005943e-02  -9.993743e-01   2.027022e+01  -9.071919e+01   9.883254e+01
   2.965924e+02  -7.043028e-01   2.291344e-02  -7.095298e-01   3.564214e+01  -8.628869e+01   1.027722e+02
   1.069595e+02   3.707637e-01   7.439668e-01  -5.559206e-01  -9.326483e+01  -1.006576e+02  -1.702601e+01
   3.722545e+01  -2.466106e-01  -5.188477e-01  -8.185233e-01  -9.730870e+00   4.379917e+01   9.733949e+01
   1.342531e+02   1.188505e-01   3.561285e-01  -9.268479e-01  -5.993402e+01  -1.149456e+02   5.604091e+01
   2.169002e+02   2.720642e-01  -9.611167e-01  -4.728384e-02  -8.509028e+01   8.263483e+01  -5.438930e+01
   2.330749e+02  -9.046975e-03   8.038912e-01  -5.947076e-01   4.829814e+01  -8.988285e+01   4.591671e+01
   1.532293e+02   5.064020e-01   1.451808e-01  -8.499880e-01  -4.253069e+01  -5.380520e+01   8.311988e+01
   7.047771e+01  -9.108930e-01  -3.683293e-01   1.860308e-01   6.484199e+01   5.688245e+01  -1.074253e+02
   7.169891e+01   1.134471e-01   1.434960e-01  -9.831270e-01  -5.446548e+01   4.937497e+01   1.026380e+02
   2.305360e+02  -8.332330e-01  -2.069530e-01  -5.127312e-01   1.215080e+02  -4.107158e+01   1.415050e+01
   1.580762e+03  -2.615605e-01  -3.348354e-01  -9.052466e-01   6.118402e+01  -8.416339e+00   9.590179e+01
   6.255376e+01  -4.788107e-01   5.376286e-02  -8.762704e-01   1.236771e+02   2.490659e+01   4.806864e+01
   5.673707e+02  -1.702841e-01   2.309295e-02  -9.851244e-01  -6.189630e+00   4.501780e+00   1.026855e+02
   1.073177e+02   3.355819e-01   2.949236e-01  -8.946535e-01  -8.201625e+01   1.846483e+00   8.161976e+01
   1.096647e+03  -4.570002e-01   7.109526e-03  -8.894382e-01   8.694211e+01   3.026739e+01   6.800093e+01
   2.445949e+03  -2.026610e-02  -1.228782e-01  -9.922148e-01  -2.991104e+01   5.942985e+01   9.403563e+01
   2.459822e+02   3.834651e-01   1.580530e-01  -9.099306e-01  -9.413369e+01   2.044085e+01   7.377898e+01
   3.987583e+02  -4.468642e-01  -1.632602e-01  -8.795786e-01   1.050995e+02  -3.780369e+01   6.731250e+01
   3.280514e+02  -4.019155e-01  -2.018362e-01  -8.931551e-01  -2.377367e+01  -1.861519e+01   1.268674e+02
   3.344225e+02  -1.488350e-01   1.242107e-01  -9.810300e-01   4.061956e+01  -8.915439e+01   8.448311e+01
   9.651598e+00  -7.759179e-01  -2.076963e-01   5.956624e-01   3.043768e+01   3.640885e+01  -1.155367e+02
   1.864992e+02  -4.909962e-02   9.955549e-01   8.037211e-02   3.123136e+01  -1.031547e+02   5.262545e+01
   1.054380e+03  -4.117151e-01  -1.081842e-02  -9.112484e-01   4.625193e+01  -4.006540e+01   8.931794e+01
   3.693021e+02   2.678716e-01  -6.045464e-01  -7.501789e-01  -1.869364e+01  -1.078854e+00   1.274959e+02
   2.817287e+02   1.768727e-01  -7.019383e-02  -9.817275e-01   5.088107e+01  -2.110459e+01   1.125372e+02
   1.847366e+03   1.062875e-02  -2.452097e-01  -9.694118e-01   3.020677e+01  -2.939219e+01   1.109212e+02
   8.600454e+01  -1.401419e-01  -3.725425e-01  -9.173725e-01   3.184419e+01   3.471538e+01   9.004449e+01
   4.092111e+01   7.437623e-01  -2.748115e-01  -6.093409e-01  -9.877639e+01   3.219948e+01   2.902327e+01
   4.549068e+01  -3.751780e-01  -4.661707e-01  -8.012030e-01   1.108966e+02   4.228941e+01   4.827735e+01
   3.275993e+01   5.865497e-01  -1.866135e-01  -7.881211e-01  -7.423655e+00   7.554742e+01   1.034708e+02
   6.736286e+02  -1.558036e-01   9.493007e-02  -9.832159e-01   3.752932e+01   8.032276e+01   1.035153e+02
   1.108514e+02  -2.191215e-01  -1.244986e-01  -9.677220e-01   8.829835e+01   5.336814e+01   7.647617e+01
   8.649303e+02  -3.345845e-01   4.560499e-01  -8.246646e-01   8.069558e+01  -7.389075e+01   4.765894e+01
   4.729629e+01  -1.107002e-01  -8.798767e-01  -4.621281e-01   7.581996e+01   1.089380e+02  -9.186330e+00
   1.314661e+02  -5.143342e-01  -8.285200e-01  -2.213934e-01   8.981136e+01   4.854816e+01   6.135608e+01
   1.383495e+02   4.315359e-01   3.082084e-01  -8.478115e-01  -1.510733e+01  -4.581705e+01   9.360505e+01
   3.714302e+02   3.933134e-01  -2.425209e-01  -8.868417e-01  -8.016802e+01   3.204707e+01   6.844148e+01
   1.063883e+02  -3.972971e-01  -7.287933e-01  -5.576875e-01   9.934540e+01   4.361351e+01   5.154342e+01
   6.872716e+01   2.414025e-01   6.023085e-01  -7.608872e-01  -6.373447e+01   1.033671e+01   1.193873e+02
   6.172253e+02  -8.695782e-02  -2.967738e-02  -9.957698e-01  -6.337840e+01  -1.198567e+01   1.063167e+02
   4.011889e+02  -7.453694e-01  -2.135004e-01  -6.315394e-01   9.418226e+01  -6.527029e+01   6.925088e+01
   1.377886e+03   1.136674e-01   5.041733e-02  -9.922388e-01  -8.613746e+01   5.886192e+01   9.390546e+01
   5.583382e+01   1.220616e-02  -4.647108e-03  -9.999147e-01  -7.012010e+01   6.903184e+00   9.912048e+01
   1.895573e+03   3.178770e-01  -4.175931e-01  -8.512169e-01  -3.928290e+01   1.091413e+02   4.926618e+01
   4.070227e+01   1.360120e-01  -7.502063e-01  -6.470635e-01   3.750694e+01   4.910179e+01   1.054996e+02
   5.151319e+02   7.371130e-01   3.303909e-01  -5.894966e-01  -2.342672e+01  -9.629034e+01   8.637608e+01
   4.502385e+02   3.886046e-01   2.726985e-01  -8.801261e-01  -4.227193e+01   1.232646e+01   9.877487e+01
   2.035713e+02  -7.100325e-01  -2.697387e-01  -6.504574e-01   1.096140e+02  -2.143609e+00   3.497343e+01
   1.074364e+02  -4.559732e-01  -5.818778e-02  -8.880893e-01   4.244031e+01   5.298456e+01   8.733953e+01
   2.730252e+02  -7.418049e-02  -6.614138e-01  -7.463438e-01   6.018090e+01   9.684653e+01   4.217912e+01
   1.481982e+02   1.681937e-01  -7.258216e-01  -6.670037e-01   5.281968e+01   5.310896e+01   1.054512e+02
   1.808639e+02   2.806761e-01  -4.641498e-01  -8.401107e-01  -8.364655e+01   7.584364e+01   4.918353e+01
   2.374369e+02  -7.320418e-01  -3.666357e-01  -5.741891e-01   1.270017e+02   1.242457e+01   4.308950e+00
   1.420887e+02  -6.093319e-01   3.336733e-01  -7.192891e-01   1.320552e+02   2.031297e+01   3.658119e+01
   1.143954e+03   1.063681e-01  -3.202832e-01  -9.413312e-01  -5.175403e-01   4.693200e+01   9.020567e+01
   2.833687e+02  -7.365426e-01  -1.469754e-01  -6.602297e-01   1.771323e+01   8.804673e+00   1.297418e+02
   2.568461e+03   1.140807e-02  -1.364367e-01  -9.905831e-01  -6.547252e+01   5.856428e+01   9.213035e+01
   8.361360e+02  -3.298984e-01  -4.252157e-02  -9.430583e-01  -3.126802e+01  -1.976017e+00   1.170652e+02
   1.246231e+02   4.269841e-01  -3.451239e-02  -9.036003e-01  -5.942403e+01  -6.226174e+01   8.496643e+01
   3.560350e+02  -1.687802e-01  -1.029166e-01  -9.802660e-01  -3.076793e+01  -5.963479e+01   1.135716e+02
   1.298769e+02   1.625070e-01  -7.289557e-01  -6.649926e-01   6.066787e+01   6.733111e+01   9.139585e+01
   5.375849e+01   5.884804e-01   5.131607e-02  -8.068813e-01  -1.154564e+02   5.705141e+01   4.335687e+01
   1.799062e+02   1.506166e-02  -8.523413e-01  -5.227690e-01  -2.110326e+01   5.375826e+01   1.030317e+02
   3.885805e+02  -5.462239e-01  -6.114372e-01  -5.725243e-01  -1.555799e+01   1.189282e+02   6.249695e+01
   1.889043e+02  -4.500194e-01   7.768570e-01  -4.404268e-01   5.238406e+01  -5.835882e+01   7.058993e+01
   3.173752e+02  -3.869984e-01  -5.441694e-02  -9.204733e-01   1.202432e+02   3.243737e+01   5.616778e+01
   1.982974e+02   2.118834e-01  -4.343075e-01  -8.754898e-01  -6.170403e+01   4.613870e+01   7.640016e+01
   1.208803e+02   9.163190e-02   4.421760e-01  -8.922354e-01  -5.050870e+01  -1.185221e+02   4.815338e+01
   4.258948e+02  -2.925101e-01  -2.952760e-01  -9.095328e-01  -3.399852e+01   7.080443e+00   1.185820e+02
   2.351150e+02  -9.096419e-02  -8.395257e-01  -5.356512e-01  -2.502311e+01   5.634196e+01   1.026334e+02
   1.901376e+00  -5.609161e-02   7.865793e-01  -6.149364e-01  -1.354606e+01  -1.253614e+02   3.501410e+00
   3.779431e+02  -3.739461e-01  -1.980569e-02  -9.272389e-01   1.713139e+01   7.056242e+01   9.943095e+01
   8.391801e+01   4.368337e-01   3.264260e-01  -8.382257e-01   2.834111e+01  -3.289891e+01   1.212577e+02
   1.914976e+02   3.341855e-01   4.905349e-01  -8.047954e-01  -1.836828e+01   7.302667e+00   1.210790e+02
   1.078514e+02   7.785792e-01  -4.754411e-01  -4.095977e-01  -4.444088e+01   3.773506e+01   1.158660e+02
   4.782375e+01  -1.897537e-01  -4.088886e-01  -8.926386e-01   8.119148e+01   7.431225e+01   6.072803e+01
   2.390659e+02  -4.276006e-01  -2.116025e-01  -8.788527e-01   1.894855e+01   8.527541e+01   8.403353e+01
   1.167368e+03   2.234086e-01   2.652282e-01  -9.379460e-01  -4.113431e+01  -6.662837e+01   7.797733e+01
   5.301433e+02  -2.732805e-01  -7.455363e-01  -6.078597e-01   4.135749e+01   5.998701e+01   7.234451e+01
   7.218069e+01  -4.516442e-01   1.512389e-01  -8.792863e-01  -1.364873e+01  -4.833829e+01   1.124250e+02
   4.497313e+02  -3.714517e-01  -4.888141e-01  -7.893569e-01   1.863679e+01   9.741843e+01   5.758844e+01
   4.896417e+01   3.451998e-01  -6.040455e-01  -7.183079e-01  -2.537460e+00   1.532925e+01   1.251058e+02
   2.236483e+03   6.053322e-01   2.253954e-01  -7.633937e-01  -9.129328e+01   5.645642e+01   7.527211e+01
   1.361674e+02  -6.257054e-01  -2.709713e-01  -7.314829e-01   7.207541e+01   5.335971e+01   5.528916e+01
   1.626881e+03   1.569710e-01  -1.284784e-01  -9.792106e-01  -9.492764e+01   5.251787e+01   8.001517e+01
   1.081050e+02  -5.902007e-01  -2.454551e-01  -7.690351e-01   1.380518e+02   1.758191e+01   1.847269e+01
   4.349883e+02   7.299560e-01  -4.186470e-01  -5.402768e-01  -1.944564e+01   5.469414e+01   1.164366e+02
   6.211674e+02  -8.378075e-02  -2.208054e-01  -9.717128e-01   4.054296e+01   3.029065e+01   9.253242e+01
   6.063940e+00   8.173647e-01   4.670064e-01   3.373721e-01  -7.804004e+01  -9.806403e+00  -9.376346e+01
   6.515070e+01   6.020712e-01   6.259397e-01  -4.956913e-01  -4.104245e+01  -3.312630e+01   1.100573e+02
   7.123410e+01   4.982065e-01   2.111100e-01  -8.409654e-01  -9.287254e+00   1.352807e+00   1.137486e+02
   1.689184e+02  -5.786518e-01  -6.245574e-02  -8.131798e-01   1.936640e+01  -8.375552e+00   1.098363e+02
   5.224527e+02  -7.350981e-01   2.776803e-01  -6.184856e-01   9.074254e+01   5.871169e+01   8.019333e+01
   1.872313e+03   2.879166e-01   1.363689e-01  -9.478964e-01  -4.868990e+01   3.476162e-01   9.075757e+01
   2.618892e+01  -3.762107e-01   7.543056e-02  -9.234586e-01   2.300393e+00   7.330558e+01   1.133392e+02
   4.008416e+02  -2.370968e-01   7.018906e-01  -6.716657e-01   3.378859e+01  -1.364377e+02  -5.621080e+00
   3.369165e+02  -5.019641e-01  -2.011561e-02  -8.646545e-01   4.992122e+01   6.790568e+01   8.509223e+01
   1.512837e+02   7.203286e-02  -1.222715e-01  -9.898793e-01   7.444870e+00   2.485287e+01   9.849431e+01
   3.933880e+02   1.235547e-01   4.341512e-02  -9.913876e-01  -4.743776e+01  -8.881769e+01   9.106712e+01
   8.455637e+02  -2.610410e-01   1.642022e-01  -9.512598e-01  -3.745479e+01  -6.477854e+01   1.042202e+02
   2.089207e+02   1.487619e-02  -9.998857e-01  -2.700355e-03  -6.198894e+01   9.896041e+01   4.767689e+01
   6.441231e+02   2.540240e-01   1.016338e-01  -9.618432e-01   5.385291e+01  -3.081971e+00   1.178640e+02
   2.693421e+02  -3.343502e-02   9.413645e-02  -9.949977e-01  -5.447386e+01  -7.199457e+01   9.552185e+01
   1.284947e+03  -1.447418e-01   6.310475e-01  -7.621213e-01  -1.166798e+01  -1.219389e+02   3.246149e+01
   5.256268e+01  -9.516369e-02   8.240890e-01  -5.584095e-01   6.287121e+01  -6.148187e+01   7.763194e+01
   1.676578e+02  -4.116939e-01  -6.742889e-01  -6.130601e-01   3.442014e+01   7.676078e+01   5.557449e+01
   1.843465e+02  -4.484912e-01  -4.912468e-01  -7.466808e-01  -1.074693e+01   4.817349e+01   1.086874e+02
   2.752320e+02   4.009560e-02  -4.082877e-01  -9.119723e-01  -6.590341e+01   4.364473e+01   8.721532e+01
   7.486374e+02  -1.393948e-01   4.545480e-01  -8.797472e-01   9.772892e+01  -5.947452e+01   6.745469e+01
   2.436275e+02   7.837440e-01   6.171902e-01  -6.943691e-02  -4.561105e+01  -9.356812e+01   9.365747e+01
   9.175470e+01  -6.760384e-01  -2.680855e-01  -6.863689e-01   3.436969e+01   2.304468e+01   1.028409e+02
   1.143227e+02  -7.000985e-01   3.225687e-01  -6.370334e-01   1.798928e+01   4.793466e+00   1.396347e+02
   6.129866e+01   4.582296e-01  -5.483185e-01  -6.995516e-01   8.491013e+00   1.160069e+02   5.758277e+01
   2.158917e+02   4.098234e-01   2.123845e-01  -8.870950e-01   3.484906e+01  -4.315548e+00   1.277940e+02
   7.047836e+02   2.226606e-01   3.563951e-02  -9.742444e-01  -1.682991e+01  -4.018371e+01   9.732724e+01
   1.100553e+03  -6.682095e-04  -5.137808e-01  -8.579212e-01   4.700443e+01   1.067163e+02   5.261531e+01
   1.935813e+02  -6.435597e-01  -5.940773e-01  -4.826004e-01   5.465136e+01   2.216380e+01   1.070484e+02
   6.455483e+01  -1.514660e-01  -8.196240e-02  -9.850585e-01   2.441237e-01   2.018515e+01   9.979976e+01
   2.251538e+02  -4.111962e-01   9.467293e-02   9.066172e-01   3.618923e+01   3.178020e+01  -9.720514e+01
   8.903975e+01   1.031625e-01  -1.279929e-01  -9.863951e-01   2.880810e+01  -7.499475e+01   1.141234e+02
   2.966608e+02  -4.715662e-01  -5.593013e-01  -6.817678e-01   9.414730e+01   8.259133e+00   7.478202e+01
   2.749031e+02  -2.911992e-01   6.099111e-01  -7.370288e-01   4.972085e+01  -1.089885e+02   2.584438e+01
   5.445614e+01  -3.623238e-01   7.717982e-01  -5.225410e-01   7.678022e+01  -2.339810e+01   1.035748e+02
   1.587357e+02  -3.192292e-01  -4.801659e-02  -9.464603e-01  -2.956422e+01   9.828102e+00   1.151299e+02
   8.548692e+02   4.589527e-01   1.390260e-02  -8.883519e-01  -7.280110e+01  -4.244474e+01   7.429223e+01
   4.270686e+01  -8.998474e-01  -5.685160e-02  -4.324842e-01   9.752899e+01  -3.091750e+01   3.236304e+01
   1.814842e+02   1.545677e-01  -6.189478e-01  -7.700730e-01   4.896356e+01   1.764725e+01   1.255017e+02
   6.241390e+01  -4.285325e-01  -6.546083e-01  -6.227743e-01   1.645674e+01   5.288501e+01   9.365958e+01
   8.281421e+01  -5.453236e-03   2.950493e-01  -9.554665e-01  -2.257610e+01  -2.331737e+01   9.758934e+01
   2.420745e+02  -5.785256e-03   9.795822e-01  -2.009606e-01   6.979381e+01  -9.463522e+01   3.430145e+01
   2.468267e+02   3.614993e-01   4.367961e-01  -8.237278e-01  -8.542534e+01  -2.660606e+01   6.980143e+01
   6.651172e+00  -9.323643e-01   2.661897e-01  -2.446219e-01   9.051824e+01  -6.518353e+01  -7.142290e+00
   3.702341e+02  -1.271537e-01  -3.515639e-01  -9.274884e-01  -6.832231e+01   3.093285e+01   1.054596e+02
   7.923474e+02  -1.462247e-01   3.827997e-01  -9.121857e-01   5.613854e+01  -6.371492e+01   7.388967e+01
   4.152532e+01  -5.510791e-01  -3.098020e-01  -7.748126e-01  -8.707975e+00   1.532769e+01   1.291283e+02
   6.097640e+02   2.631390e-01  -4.143291e-01  -8.712573e-01  -3.384257e+01  -1.227557e+01   1.103931e+02
   1.095788e+02  -2.139531e-01   3.100388e-01  -9.263369e-01  -8.158058e+00  -8.424569e+01   8.163986e+01
   8.840401e+02  -6.074238e-01   4.949431e-02  -7.928346e-01   1.112934e+01   2.039571e+00   1.177304e+02
   2.855401e+02  -1.488362e-01  -5.800603e-01  -8.008607e-01   9.903136e-01   1.204545e+02   3.743689e+01
   1.705164e+02   2.795364e-01  -5.677268e-01  -7.743034e-01  -3.007033e+01   7.427077e+01   6.383641e+01
   8.363312e+02  -2.948885e-01   6.259964e-01  -7.219205e-01   1.470396e+01  -7.858511e+01   6.436993e+01
   3.066185e+02  -9.571450e-01   2.423485e-01  -1.585579e-01   1.042620e+02  -3.236199e+01  -4.816383e+01
   7.410961e+01  -7.062682e-01   6.810739e-01  -1.931932e-01   1.007887e+02  -3.096788e+01   3.998439e+01
   2.240438e+01   9.794676e-01  -1.841104e-01   8.213719e-02  -1.079196e+02  -3.181318e+01  -1.866976e+00
   6.257944e+01  -8.340238e-03   5.882675e-01  -8.086234e-01  -8.560939e+01  -3.285922e+01   1.006451e+02
   3.543482e+02  -2.260603e-01  -7.114575e-02  -9.715117e-01   7.500338e+01   8.726408e+01   7.908937e+01
   6.655889e+00   2.382854e-01   3.737114e-02  -9.704759e-01   2.021870e+01   5.971926e+01   1.103063e+02
   1.043378e+01  -8.596735e-01  -3.629979e-01  -3.594355e-01   6.275359e+01   8.990275e+00   1.190448e+02
   9.045022e+01  -7.168348e-02  -1.396003e-01  -9.876099e-01   1.575718e+01  -3.589206e+01   1.051843e+02
   3.627931e+02  -4.909791e-01  -6.116594e-01  -6.203324e-01   1.080712e+02  -7.184688e+00   8.275223e+01
   1.912710e+02   4.551797e-01   7.809782e-01  -4.276499e-01  -2.400844e+01  -1.295212e+02  -2.825058e+01
   1.732827e+02  -7.102333e-01  -7.038681e-01   1.176249e-02   1.230789e+02   1.867353e+01   4.747626e+01
   1.197306e+02   3.479331e-01  -8.722857e-02  -9.334526e-01  -1.092744e+02   1.150991e+01   6.532291e+01
   8.961379e+02  -5.519902e-02   1.419731e-01  -9.883303e-01  -6.527234e+01  -4.558240e+01   9.827838e+01
   3.397170e+03   6.090302e-02   4.256285e-01  -9.028461e-01   7.087751e+01   9.022849e-01   1.159674e+02
   4.310006e+02   3.939068e-01   1.993433e-01  -8.972735e-01  -7.393171e+01  -8.384801e+01   6.036427e+01
   4.816138e+02   6.577330e-01  -4.365063e-01  -6.138807e-01  -1.121471e+02  -1.377344e+00   4.371918e+01
   5.596598e+02   6.182839e-01   4.246204e-01  -6.613793e-01  -2.899129e+01  -1.074699e+02   5.509885e+01
   1.109434e+01   9.006850e-01   1.404426e-01  -4.111476e-01  -6.800600e+01  -2.041103e+01   8.727142e+01
   6.434526e+02  -8.120055e-02  -3.907174e-01  -9.169222e-01  -5.968597e+01   1.018730e+02   7.093620e+01
   4.163645e+01  -4.266094e-01  -5.072998e-02  -9.030121e-01   1.234845e+02   1.023068e+01   5.182806e+01
   1.723278e+02  -6.009056e-01  -5.742088e-01  -5.560546e-01   6.022070e+01   2.785340e+01   8.599763e+01
   1.062327e+02   5.296450e-01   5.732610e-01  -6.251784e-01  -6.644653e+01   5.460842e+00   1.086689e+02
   1.676513e+03   1.830270e-01   5.052870e-01  -8.433185e-01  -8.280077e+01  -3.711759e+01   7.836918e+01
   3.914936e+02  -8.829753e-01  -3.927674e-01  -2.570767e-01   1.175341e+02   2.315902e-01  -1.505653e+01
   1.610093e+02  -1.935807e-01  -5.110617e-01  -8.374619e-01   4.964324e+01   8.760473e+01   5.447245e+01
   2.221521e+02  -1.506422e-02  -9.009362e-02  -9.958194e-01   8.011733e+01  -3.962947e+01   1.027932e+02
   3.703025e+02   1.629885e-01   3.557206e-01  -9.202704e-01   7.168130e+00  -1.193586e+02   6.379647e+01
   4.532381e+02  -3.045597e-01   8.644086e-01  -4.000516e-01  -2.491860e+01  -1.182169e+02   1.350203e+01
   2.688946e+02   6.996173e-01   7.064499e-01  -1.070709e-01  -5.922841e+01  -7.339081e+01   6.272334e+01
   4.557671e+01   1.987612e-01  -9.085076e-01   3.675703e-01   4.820999e+01   1.305602e+02   2.457390e+01
   1.497664e+03  -3.056339e-01   3.728588e-01  -8.761074e-01   1.289031e+01  -8.737527e+01   7.245874e+01
   5.849774e+02  -3.732513e-02   6.577342e-02  -9.971362e-01  -2.624199e+01   1.173908e+01   1.020438e+02
